45907,9688,3117,4266,82
51477,11129,3559,4589,88
51326,10438,3534,4511,87
50062,11251,3534,3810,87
53188,12482,3670,4567,90
53416,11325,3717,4743,99
40411,7181,2748,3854,87
50565,10342,3573,4289,87
18626,2143,1469,2056,94
17624,2098,1516,2217,90
16225,2274,1265,1816,93
19386,2697,1296,2165,83
21479,3179,1201,2114,94
22313,3319,1333,1964,82
25630,4234,1448,2021,84
28793,4785,1556,2211,100
28998,4910,1842,2163,87
29327,5103,1971,2095,86
36980,7504,2379,2378,85
37432,7723,2420,2629,95
35889,7281,2524,2397,88
35798,7133,2597,2660,84
35537,7378,2499,2635,90
33867,6777,2198,2410,82
31961,6494,2089,2380,89
28486,6257,1901,2172,87
26005,5459,1875,2218,87
26567,5760,1583,2159,85
25529,5706,1405,2137,79
30592,7269,1926,2058,87
30668,6884,1885,2399,91
32545,7264,2082,2636,94
32822,7217,2188,2631,88
32486,7139,2135,2606,86
31472,7123,2021,2634,88
31885,7159,2039,2653,80
36899,8018,2309,3029,92
35868,7653,2293,2922,91
33383,6872,2280,3063,76
29560,6151,2084,2886,76
39179,8745,2408,3641,87
31848,7217,2000,2882,81
31952,6709,1520,3035,80
33869,6962,2153,3348,93
36571,7450,2070,3972,96
37625,7486,2167,4691,95
40189,7702,2854,4703,94
36785,7334,2826,4082,90
40463,8138,3016,4696,78
47120,13227,2592,4082,51
40599,11159,2010,4046,48
43391,9051,2609,4134,50
38786,7534,2462,3661,55
48303,10498,3145,4405,58
47278,10367,3208,3963,57
47053,10494,3242,3816,58
46571,9906,3278,3867,65
52198,11727,3319,4284,65
44386,9751,2896,3566,60
49505,10972,3064,3714,68
44143,9244,3056,3461,100
35157,6743,2281,2778,54
42398,9409,2179,3010,61
31070,6092,1536,2419,52
24331,2957,1199,2464,50
19446,2343,1147,2354,47
19238,2600,1406,2611,55
17289,2780,1453,2292,48
21884,3758,1784,2686,55
25598,4863,2408,2819,55
34702,7673,2737,3564,61
38012,8663,2916,3457,58
41708,9630,3241,3632,55
43589,9958,3130,3669,57
48090,11178,3329,4026,60
49017,10967,3580,3923,61
47740,11059,3197,3615,63
41642,9103,2743,3282,59
44729,10227,2708,3701,54
50491,11628,3283,4419,56
47393,10088,3216,3998,54
43009,9242,2554,3367,55
45753,9273,3308,4007,56
46985,10218,2901,4032,61
45757,10985,2931,3484,53
46779,9813,3436,4173,52
48526,10054,3809,4436,53
45339,9848,3352,4667,55
48293,10265,3574,4778,47
36512,7555,2872,4175,47
43818,8842,3025,4778,50
43736,8563,3005,4240,54
30178,5646,1694,2851,38
42503,9129,2847,4365,47
40741,8135,2912,4941,54
44016,8296,3353,5631,57
42071,8657,2915,4857,54
40440,8340,2830,4826,55
39902,7844,3007,4989,58
34156,6526,2637,4247,50
32172,5983,2777,3518,45
23602,4253,2065,2278,44
